LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,Foundation,TotalBsmtSF,CentralAir,Electrical,GrLivArea,BedroomAbvGr,YrSold,SaleType,SaleCondition,SalePrice
9735,Timber,Single Family,SFlat,5,Poured Concrete ,384,Yes,NA,1394,3,2008,Warranty Deed,Normal,167500
9717,NAmes,Single Family,1Story,5,Cinder Block,1078,Yes,FuseA,1078,2,2010,Warranty Deed,Normal,142125
9675,Somerst,Single Family,2Story,7,Poured Concrete ,1113,Yes,SBrkr,1971,3,2009,Warranty Deed,Normal,253000
9672,SawyerW,Single Family,1Story,6,Poured Concrete ,1040,Yes,SBrkr,1097,3,2010,Warranty Deed,Normal,152000
9650,NWAmes,Single Family,1Story,6,Cinder Block,1350,Yes,SBrkr,1334,2,2009,Warranty Deed,Normal,167900
9638,SWISU,Single Family,1.5Fin,6,Poured Concrete ,804,Yes,SBrkr,2447,4,2010,Warranty Deed,Normal,169000
9636,Gilbert,Single Family,2Story,6,Poured Concrete ,808,Yes,SBrkr,1593,3,2009,Warranty Deed,Normal,178000
9612,Somerst,Single Family,1Story,8,Poured Concrete ,1468,Yes,SBrkr,1468,3,2009,New,Partial,244600
9600,Veenker,Single Family,1Story,6,Cinder Block,1262,Yes,SBrkr,1262,3,2007,Warranty Deed,Normal,181500
9600,Edwards,Single Family,1.5Fin,6,Brick and Tile,572,No,FuseF,1096,2,2008,Warranty Deed,Normal,79000
9600,NAmes,Single Family,1Story,6,Cinder Block,1240,Yes,SBrkr,1632,3,2009,Warranty Deed,Normal,139000
9600,NAmes,Single Family,1Story,6,Cinder Block,1416,Yes,SBrkr,1644,3,2009,Warranty Deed,Normal,167000
9600,OldTown,Single Family,2Story,7,Brick and Tile,728,Yes,SBrkr,1641,3,2006,Warranty Deed,Normal,178000
9600,NWAmes,Single Family,1Story,7,Cinder Block,1242,Yes,SBrkr,1242,3,2007,Warranty Deed,Normal,175500
9600,NAmes,Single Family,1Story,5,Cinder Block,1113,Yes,SBrkr,1113,3,2009,Warranty Deed,Normal,147000
9600,OldTown,Single Family,2Story,7,Brick and Tile,689,Yes,SBrkr,1378,3,2008,Warranty Deed,Normal,161000
9600,NAmes,Single Family,1Story,5,Cinder Block,1041,Yes,SBrkr,1041,3,2009,Warranty Deed,Normal,124500
9600,NAmes,Single Family,SFlat,6,Cinder Block,1156,Yes,SBrkr,1520,3,2010,Warranty Deed,Normal,153000
9600,OldTown,Single Family,2Story,4,Brick and Tile,1095,No,SBrkr,1774,4,2006,Warranty Deed,Normal,87000
9600,NWAmes,Single Family,1Story,7,Cinder Block,1164,Yes,SBrkr,1164,3,2006,Contract,Normal,140000
9600,OldTown,Single Family,2Story,5,Brick and Tile,264,Yes,SBrkr,1432,2,2007,Warranty Deed,Force Closure,132000
9600,Sawyer,Single Family,1Story,4,Cinder Block,1067,Yes,SBrkr,1067,2,2010,Warranty Deed,Normal,128000
9600,Veenker,Single Family,SFlat,6,Cinder Block,528,Yes,SBrkr,1855,3,2007,Warranty Deed,Normal,187000
9600,Crawfor,Single Family,1.5Fin,5,Brick and Tile,728,Yes,SBrkr,1308,2,2009,Warranty Deed,Normal,160000
9600,NWAmes,Single Family,1Story,8,Poured Concrete ,2524,Yes,SBrkr,2524,4,2009,Warranty Deed,Normal,278000
9600,NAmes,Single Family,1.5Unf,5,Cinder Block,845,Yes,SBrkr,893,2,2007,Warranty Deed,Normal,135000
9600,NAmes,Single Family,1.5Fin,6,Cinder Block,1032,Yes,FuseA,1252,3,2008,Warranty Deed,Force Closure,119000
9600,OldTown,Single Family,1.5Fin,5,Poured Concrete ,702,Yes,SBrkr,1472,3,2007,Warranty Deed,Normal,125000
9600,OldTown,Single Family,2.5Unf,6,Brick and Tile,735,No,SBrkr,2058,3,2008,Warranty Deed,Normal,129500
9600,NAmes,Single Family,1Story,5,Cinder Block,1050,Yes,SBrkr,1050,2,2009,Warranty Deed,Normal,128900
9600,NAmes,Single Family,SFlat,6,Cinder Block,992,Yes,SBrkr,1661,3,2008,Warranty Deed,Normal,165500
9600,NAmes,Single Family,1.5Fin,6,Cinder Block,856,Yes,SBrkr,1668,3,2009,Warranty Deed,Normal,140000
9591,NridgHt,Single Family,2Story,8,Poured Concrete ,1143,Yes,SBrkr,2473,4,2007,Warranty Deed,Normal,317000
9042,Gilbert,Single Family,2Story,6,Poured Concrete ,943,Yes,SBrkr,1638,3,2008,Warranty Deed,Normal,192000
9042,Crawfor,Single Family,2Story,7,Stone,1152,Yes,SBrkr,2340,4,2010,Warranty Deed,Normal,266500
9037,Timber,Single Family,1Story,8,Poured Concrete ,1476,Yes,SBrkr,1484,2,2007,Warranty Deed,Normal,265900
9022,OldTown,Single Family,1Story,5,Brick and Tile,768,Yes,SBrkr,792,2,2009,Warranty Deed,Normal,109500
9020,NAmes,Single Family,SFlat,6,Cinder Block,1248,Yes,SBrkr,1350,3,2008,Warranty Deed,Normal,168500
9020,NAmes,Single Family,SFlat,6,Cinder Block,1127,Yes,SBrkr,1165,3,2008,Warranty Deed,Normal,174900
9018,Gilbert,Single Family,2Story,7,Poured Concrete ,728,Yes,SBrkr,1456,3,2007,New,Partial,179540
9017,CollgCr,Single Family,1Story,7,Poured Concrete ,1431,Yes,SBrkr,1431,3,2009,Warranty Deed,Normal,192000
9000,Somerst,Single Family,1Story,8,Poured Concrete ,1566,Yes,SBrkr,1566,3,2010,Warranty Deed,Normal,262500
9000,Somerst,Single Family,2Story,8,Poured Concrete ,1088,Yes,SBrkr,1959,3,2007,Warranty Deed,Normal,270000
9000,SawyerW,Single Family,1.5Unf,6,Brick and Tile,784,No,FuseA,784,2,2009,Warranty Deed,Normal,76000
9000,NAmes,Single Family,1Story,6,Cinder Block,1196,Yes,FuseA,1196,2,2008,Warranty Deed,Normal,139000
9000,Somerst,Single Family,2Story,8,Poured Concrete ,768,Yes,SBrkr,1590,3,2009,Warranty Deed,Normal,210000
9000,IDOTRR,Single Family,1.5Fin,6,Poured Concrete ,780,Yes,SBrkr,1375,3,2007,Warranty Deed,Normal,141000
9000,OldTown,Single Family,2Story,5,Brick and Tile,636,Yes,FuseA,1750,3,2006,Warranty Deed,Force Closure,124000
9000,NAmes,Single Family,1Story,5,Cinder Block,936,Yes,SBrkr,1128,2,2006,Warranty Deed,Within Family,118000
9000,Somerst,Single Family,2Story,8,Poured Concrete ,1184,Yes,SBrkr,2610,4,2007,New,Partial,303477
9000,IDOTRR,Single Family,1Story,2,Cinder Block,480,No,FuseA,480,1,2006,Warranty Deed,Force Closure,35311
9000,Sawyer,Single Family,1Story,5,Cinder Block,1006,Yes,SBrkr,1006,3,2008,Warranty Deed,Normal,80000
9000,OldTown,Single Family,2Story,7,Poured Concrete ,650,Yes,SBrkr,1482,3,2009,Warranty Deed,Normal,143000
9000,NAmes,Single Family,1Story,4,Poured Concrete ,864,Yes,SBrkr,864,3,2007,Warranty Deed,Normal,120500
9000,NAmes,Duplex,2Story,5,Cinder Block,896,Yes,SBrkr,1792,4,2009,Warranty Deed,Normal,136000
8993,Gilbert,Single Family,1Story,7,Poured Concrete ,1302,Yes,SBrkr,1302,3,2007,New,Partial,176485
8990,CollgCr,Single Family,1Story,7,Poured Concrete ,1498,Yes,SBrkr,1498,2,2006,New,Partial,204900
8978,Sawyer,Single Family,1Story,5,Poured Concrete ,948,Yes,SBrkr,948,3,2007,Warranty Deed,Within Family,108000
8973,NAmes,Single Family,1Story,5,Cinder Block,1008,Yes,FuseA,1053,3,2006,Warranty Deed,Force Closure,150000
8967,IDOTRR,Single Family,1Story,5,Brick and Tile,961,Yes,Mix,1077,2,2007,Warranty Deed,Force Closure,67000
8963,NWAmes,Single Family,2Story,8,Cinder Block,1142,Yes,SBrkr,2715,4,2008,Warranty Deed,Normal,299800
8960,OldTown,Single Family,1Story,5,Cinder Block,1008,Yes,FuseA,1028,2,2010,Warranty Deed,Normal,115000
8944,NAmes,Duplex,1Story,5,Cinder Block,1584,Yes,SBrkr,1584,4,2009,Warranty Deed,Normal,124000
8935,CollgCr,Single Family,2Story,7,Poured Concrete ,831,Yes,SBrkr,1660,3,2009,Warranty Deed,Normal,195000
8930,Sawyer,Duplex,1.5Fin,6,Slab,0,Yes,SBrkr,1902,4,2010,Warranty Deed,Normal,112000
8926,Edwards,Single Family,1Story,4,Cinder Block,672,Yes,FuseA,960,3,2009,Contract,Force Closure,112000
8925,Timber,Single Family,1Story,8,Poured Concrete ,1466,Yes,SBrkr,1466,3,2009,Warranty Deed,Normal,201000
8924,CollgCr,Single Family,2Story,7,Poured Concrete ,880,Yes,SBrkr,1724,3,2008,Warranty Deed,Normal,188000
8923,NAmes,Single Family,1Story,5,Cinder Block,1008,Yes,SBrkr,1008,2,2007,Warranty Deed,Normal,134500
8910,NAmes,Single Family,1Story,6,Cinder Block,655,Yes,SBrkr,1194,3,2006,Warranty Deed,Normal,159500
8900,SawyerW,Single Family,1Story,4,Cinder Block,1056,Yes,SBrkr,1056,2,2006,Warranty Deed,Normal,107000
8899,Gilbert,Single Family,1Story,7,Poured Concrete ,1340,Yes,SBrkr,1340,3,2007,New,Partial,181134
8892,NAmes,Single Family,1Story,5,Cinder Block,1065,Yes,SBrkr,1065,3,2007,Contract,Normal,126500
8892,NAmes,Single Family,1Story,5,Stone,105,Yes,SBrkr,910,3,2008,Warranty Deed,Normal,116000
8885,Mitchel,Single Family,1Story,5,Cinder Block,864,Yes,SBrkr,902,2,2006,Warranty Deed,Normal,131000
8880,SawyerW,Single Family,2Story,7,Poured Concrete ,948,Yes,SBrkr,2110,3,2010,Warranty Deed,Normal,205000
8877,Edwards,Single Family,1Story,4,Cinder Block,836,Yes,FuseF,1220,2,2006,Contract,Normal,102000
8877,Edwards,Single Family,1Story,4,Cinder Block,816,Yes,SBrkr,816,2,2009,Warranty Deed,Normal,100000
8872,NAmes,Single Family,1Story,5,Cinder Block,912,Yes,SBrkr,912,2,2008,Warranty Deed,Normal,147000
8854,Brookside,Single Family,1.5Unf,6,Brick and Tile,952,No,FuseF,952,2,2009,Warranty Deed,Normal,121000
8849,NridgHt,Townhouse,1Story,9,Poured Concrete ,1684,Yes,SBrkr,1684,2,2008,Warranty Deed,Normal,266000
8846,CollgCr,Single Family,SFoyer,5,Poured Concrete ,870,Yes,SBrkr,914,2,2006,Warranty Deed,Normal,148000
8846,CollgCr,Single Family,2Story,6,Poured Concrete ,750,Yes,SBrkr,1500,3,2006,New,Partial,173900
8834,NridgHt,Single Family,2Story,9,Poured Concrete ,1462,Yes,SBrkr,2224,4,2009,Warranty Deed,Normal,350000
8820,OldTown,Single Family,1.5Fin,5,Brick and Tile,1088,Yes,SBrkr,1869,2,2009,Warranty Deed,Normal,124900
8816,Clear Creek,Single Family,SFlat,6,Cinder Block,1010,Yes,SBrkr,1052,3,2010,Warranty Deed,Normal,155000
8816,Sawyer,Single Family,1Story,5,Poured Concrete ,1121,Yes,SBrkr,1121,3,2009,Warranty Deed,Normal,139000
8814,CollgCr,Single Family,1Story,7,Poured Concrete ,1604,Yes,SBrkr,1604,3,2009,Warranty Deed,Force Closure,220000
8814,CollgCr,Single Family,1Story,7,Poured Concrete ,1274,Yes,SBrkr,1274,3,2007,New,Partial,203000
8800,NAmes,Single Family,SFoyer,6,Poured Concrete ,936,Yes,SBrkr,1054,3,2010,Warranty Deed,Force Closure,137500
8800,OldTown,Single Family,1.5Fin,4,Brick and Tile,576,Yes,SBrkr,1140,3,2010,Warranty Deed,Normal,96500
8800,NAmes,Single Family,1Story,6,Cinder Block,1251,Yes,SBrkr,1251,3,2006,Warranty Deed,Normal,160000
8800,CollgCr,Single Family,1Story,5,Cinder Block,1040,Yes,SBrkr,1040,3,2009,Warranty Deed,Normal,150500
8795,Gilbert,Single Family,2Story,7,Poured Concrete ,952,Yes,SBrkr,2256,4,2009,Warranty Deed,Normal,236000
8791,Somerst,Single Family,2Story,6,Poured Concrete ,864,Yes,SBrkr,1728,3,2008,Warranty Deed,Normal,207500
8780,Mitchel,Single Family,1Story,5,Cinder Block,833,Yes,SBrkr,833,3,2009,Warranty Deed,Normal,112000
8777,Edwards,Single Family,1Story,4,Cinder Block,0,Yes,SBrkr,1126,2,2009,Warranty Deed,Normal,108000
8777,Edwards,Single Family,1Story,5,Cinder Block,796,Yes,FuseA,796,2,2008,Warranty Deed,Normal,85000
8777,Edwards,Duplex,1.5Fin,5,Cinder Block,1272,Yes,SBrkr,2200,4,2008,Warranty Deed,Normal,145900
8775,CollgCr,Single Family,1Story,5,Poured Concrete ,990,Yes,SBrkr,990,3,2007,Warranty Deed,Normal,126000
8773,CollgCr,Single Family,1Story,7,Poured Concrete ,1414,Yes,SBrkr,1414,3,2010,Warranty Deed,Normal,185500
8773,Gilbert,Single Family,2Story,6,Poured Concrete ,916,Yes,SBrkr,1600,3,2007,Warranty Deed,Normal,169000
8769,NridgHt,Townhouse,1Story,9,Poured Concrete ,1702,Yes,SBrkr,1702,1,2008,New,Partial,367294
8767,CollgCr,Single Family,1Story,7,Poured Concrete ,1310,Yes,SBrkr,1310,3,2006,New,Partial,164990
8765,IDOTRR,Single Family,1Story,4,Brick and Tile,951,No,SBrkr,951,2,2006,Warranty Deed,Force Closure,106500
8760,NAmes,Single Family,1Story,6,Cinder Block,1194,Yes,SBrkr,1194,3,2010,Warranty Deed,Normal,148000
8760,CollgCr,Single Family,2Story,7,Poured Concrete ,1391,Yes,SBrkr,1962,3,2006,New,Partial,239799
8755,Gilbert,Single Family,2Story,7,Poured Concrete ,992,Yes,SBrkr,2060,3,2009,Warranty Deed,Normal,214000
8750,CollgCr,Single Family,2Story,7,Poured Concrete ,915,Yes,SBrkr,1908,4,2008,Warranty Deed,Normal,210000
8750,CollgCr,Single Family,2Story,7,Poured Concrete ,880,Yes,SBrkr,1716,2,2009,Warranty Deed,Normal,191000
8750,NAmes,Single Family,1Story,5,Cinder Block,1002,Yes,SBrkr,1002,3,2009,Warranty Deed,Normal,148500
8750,CollgCr,Single Family,2Story,6,Poured Concrete ,804,Yes,SBrkr,1682,3,2010,Warranty Deed,Normal,200500
8749,CollgCr,Single Family,1Story,7,Poured Concrete ,1459,Yes,SBrkr,1459,3,2007,Warranty Deed,Normal,192000
8741,Edwards,Single Family,1.5Fin,6,Cinder Block,735,Yes,FuseA,1487,3,2010,Warranty Deed,Normal,113000
8740,Sawyer,Single Family,SFoyer,5,Cinder Block,840,Yes,SBrkr,860,2,2009,Warranty Deed,Normal,137000
8738,Gilbert,Single Family,2Story,7,Poured Concrete ,975,Yes,SBrkr,2291,4,2006,Warranty Deed,Normal,230000
8737,Brookside,Single Family,1.5Fin,6,Brick and Tile,1065,Yes,FuseA,1635,3,2007,Warranty Deed,Normal,210000
8731,Brookside,Single Family,1Story,5,Brick and Tile,915,Yes,SBrkr,1167,3,2007,Warranty Deed,Normal,144000
8730,Brookside,Single Family,2Story,6,Brick and Tile,698,Yes,FuseA,1396,3,2007,Warranty Deed,Normal,153575
8724,Sawyer,Single Family,1Story,5,Cinder Block,894,Yes,SBrkr,894,3,2007,Warranty Deed,Normal,129000
8712,IDOTRR,Single Family,1.5Fin,4,Stone,859,Yes,SBrkr,1178,2,2010,Warranty Deed,Force Closure,102776
8712,IDOTRR,Single Family,1Story,5,Cinder Block,540,No,FuseA,1044,2,2010,Warranty Deed,Within Family,55993
8712,NAmes,Single Family,1Story,5,Cinder Block,992,Yes,SBrkr,1306,2,2009,Warranty Deed,Normal,153000
8700,NAmes,Single Family,1Story,5,Cinder Block,1120,Yes,SBrkr,1128,3,2008,Warranty Deed,Normal,155000
8688,Somerst,Single Family,1Story,7,Poured Concrete ,1616,Yes,SBrkr,1616,3,2006,Warranty Deed,Normal,232000
8658,NAmes,Single Family,1Story,6,Cinder Block,1088,Yes,SBrkr,1324,3,2006,Warranty Deed,Force Closure,160000
8640,Somerst,Single Family,2Story,7,Poured Concrete ,900,Yes,SBrkr,1852,3,2009,New,Partial,252678
8640,Somerst,Single Family,1Story,7,Poured Concrete ,1372,Yes,SBrkr,1372,3,2008,New,Partial,250580
8640,Somerst,Single Family,1Story,8,Poured Concrete ,1300,Yes,SBrkr,1314,3,2009,New,Partial,229456
8635,Brookside,Single Family,1.5Fin,5,Cinder Block,672,Yes,SBrkr,1285,2,2008,Warranty Deed,Normal,127000
8633,CollgCr,Single Family,2Story,6,Poured Concrete ,738,Yes,SBrkr,1476,3,2009,Warranty Deed,Normal,173500
8600,IDOTRR,Single Family,1.5Fin,6,Brick and Tile,780,Yes,SBrkr,1376,3,2006,Warranty Deed,Normal,119500
8593,NAmes,Single Family,1Story,4,Cinder Block,907,Yes,SBrkr,907,3,2008,Warranty Deed,Normal,109008
8562,Edwards,Single Family,1Story,5,Cinder Block,1216,Yes,FuseA,1526,4,2010,Warranty Deed,Normal,144500
8556,CollgCr,Single Family,1Story,7,Poured Concrete ,1240,Yes,SBrkr,1240,2,2007,Warranty Deed,Normal,194000
8546,Edwards,Single Family,1Story,4,Poured Concrete ,1121,Yes,SBrkr,1121,2,2010,Warranty Deed,Normal,140000
8544,Sawyer,Single Family,1Story,5,Cinder Block,1228,Yes,SBrkr,1228,3,2008,Warranty Deed,Normal,149350
8544,NAmes,Duplex,1Story,3,Slab,0,No,FuseA,1040,2,2006,Warranty Deed,Normal,87500
8544,NAmes,Duplex,1Story,3,Cinder Block,0,No,FuseF,1040,2,2006,Warranty Deed,Normal,93500
8544,NAmes,Duplex,1Story,3,Slab,0,No,FuseA,1040,2,2009,Warranty Deed,Normal,92900
8536,Edwards,Single Family,1Story,5,Poured Concrete ,1125,Yes,SBrkr,1125,2,2007,New,Partial,155000
8532,NAmes,Single Family,1Story,5,Cinder Block,1297,Yes,SBrkr,1297,3,2009,Warranty Deed,Normal,153000
8530,Gilbert,Single Family,SFlat,7,Poured Concrete ,384,Yes,SBrkr,1474,3,2009,Warranty Deed,Normal,168500
8529,SawyerW,Single Family,1Story,7,Poured Concrete ,1454,Yes,SBrkr,1434,3,2009,Warranty Deed,Normal,189000
8525,SWISU,Single Family,2Story,5,Poured Concrete ,940,No,FuseA,1964,4,2008,Warranty Deed,Force Closure,130000
8521,Sawyer,Single Family,1Story,5,Cinder Block,912,Yes,SBrkr,912,3,2010,Warranty Deed,Normal,125000
8520,NAmes,Single Family,1.5Fin,5,Cinder Block,910,Yes,SBrkr,1385,4,2010,Warranty Deed,Normal,166000
8520,OldTown,Single Family,1Story,5,Cinder Block,968,Yes,SBrkr,968,2,2007,Warranty Deed,Normal,100000
8520,OldTown,Single Family,1Story,6,Brick and Tile,624,Yes,SBrkr,720,2,2010,Warranty Deed,Normal,105900
8500,IDOTRR,Single Family,2Story,4,Brick and Tile,649,No,SBrkr,1317,3,2008,Warranty Deed,Normal,40000
8500,NAmes,Single Family,1Story,5,Cinder Block,1235,Yes,SBrkr,1235,2,2006,Warranty Deed,Force Closure,98600
8500,IDOTRR,Single Family,1.5Fin,5,Cinder Block,793,No,FuseF,1517,3,2007,Warranty Deed,Normal,115000
8500,CollgCr,Single Family,1Story,7,Poured Concrete ,1422,Yes,SBrkr,1422,3,2007,Warranty Deed,Normal,179600
8499,Gilbert,Single Family,2Story,6,Poured Concrete ,616,Yes,SBrkr,1412,3,2007,New,Partial,156932
8487,CollgCr,Single Family,1Story,7,Poured Concrete ,1500,Yes,SBrkr,1500,3,2009,Warranty Deed,Normal,190000
8480,Sawyer,Single Family,1Story,5,Cinder Block,970,Yes,SBrkr,970,2,2007,Warranty Deed,Normal,132500
8480,NAmes,Single Family,1.5Fin,5,Cinder Block,832,Yes,SBrkr,1216,2,2008,Contract,Force Closure,118500
8475,NAmes,Single Family,1Story,4,Cinder Block,952,Yes,FuseA,952,2,2008,Warranty Deed,Normal,135750
8472,IDOTRR,Duplex,1Story,5,Cinder Block,816,No,SBrkr,816,2,2010,Warranty Deed,Normal,110000
8471,Sawyer,Single Family,SFlat,6,Cinder Block,506,Yes,SBrkr,1212,3,2006,Warranty Deed,Normal,151000
8470,IDOTRR,Single Family,1.5Fin,3,Cinder Block,1013,No,SBrkr,1526,2,2009,Contract Low Down,Force Closure,85000
8462,SawyerW,Single Family,2Story,6,Poured Concrete ,928,Yes,SBrkr,1721,3,2007,Warranty Deed,Normal,201000
8461,CollgCr,Single Family,2Story,6,Poured Concrete ,728,Yes,SBrkr,1456,3,2006,New,Partial,163990
8450,CollgCr,Single Family,2Story,7,Poured Concrete ,856,Yes,SBrkr,1710,3,2011,Warranty Deed,Normal,208500
8450,CollgCr,Single Family,1Story,7,Poured Concrete ,1436,Yes,SBrkr,1436,3,2008,Warranty Deed,Normal,210000
8450,NAmes,Single Family,1Story,5,Cinder Block,1056,Yes,SBrkr,1056,3,2010,Warranty Deed,Normal,142000
8450,Sawyer,Single Family,1Story,5,Cinder Block,894,Yes,SBrkr,894,3,2010,Warranty Deed,Normal,138500
8450,SawyerW,Single Family,1Story,7,Poured Concrete ,1349,Yes,SBrkr,1349,3,2007,Warranty Deed,Normal,179000
8450,CollgCr,Single Family,1Story,7,Poured Concrete ,1337,Yes,SBrkr,1337,3,2007,Warranty Deed,Normal,185000
8445,CollgCr,Single Family,SFoyer,5,Cinder Block,768,Yes,SBrkr,768,2,2009,Warranty Deed,Normal,133000
8430,CollgCr,Single Family,1Story,5,Cinder Block,1040,Yes,SBrkr,1040,3,2009,Warranty Deed,Normal,124000
8414,Sawyer,Single Family,1Story,6,Cinder Block,1059,Yes,SBrkr,1068,3,2006,Warranty Deed,Normal,154500
8410,Edwards,Single Family,1.5Fin,5,Poured Concrete ,658,Yes,SBrkr,1184,5,2006,Warranty Deed,Adjacent Land Purchase,81000
8405,Edwards,Single Family,1.5Fin,5,Brick and Tile,861,Yes,SBrkr,1367,4,2008,Warranty Deed,Normal,119000
8405,Edwards,Single Family,1.5Fin,4,Slab,0,No,FuseF,1529,4,2009,Warranty Deed,Normal,98000
8402,Mitchel,Single Family,1Story,5,Poured Concrete ,1120,Yes,SBrkr,1120,3,2007,New,Partial,147000
8400,NAmes,Single Family,1Story,5,Cinder Block,1314,Yes,SBrkr,1314,3,2010,Warranty Deed,Normal,145000
8400,SWISU,Single Family,2.5Fin,5,Poured Concrete ,720,Yes,SBrkr,2192,4,2008,Warranty Deed,Normal,179500
8400,SawyerW,Single Family,1Story,4,Cinder Block,721,Yes,SBrkr,841,2,2009,Warranty Deed,Normal,82000
8400,SWISU,Single Family,1.5Fin,6,Cinder Block,940,Yes,SBrkr,1595,2,2006,Warranty Deed,Normal,140000
8400,CollgCr,Single Family,1Story,7,Poured Concrete ,1473,Yes,SBrkr,1484,3,2010,Warranty Deed,Normal,213000
8400,SawyerW,Duplex,1Story,5,Slab,0,Yes,SBrkr,2020,4,2007,Warranty Deed,Normal,144000
8400,SawyerW,Single Family,2Story,6,Cinder Block,650,Yes,SBrkr,1564,3,2010,Warranty Deed,Normal,171000
8400,NWAmes,Single Family,2Story,8,Poured Concrete ,810,Yes,SBrkr,1665,3,2009,Warranty Deed,Normal,227000
8400,SWISU,Single Family,1.5Fin,6,Poured Concrete ,1181,Yes,SBrkr,1694,4,2008,Warranty Deed,Normal,136500
8400,SWISU,Single Family,1Story,2,Cinder Block,290,No,FuseF,438,1,2009,Warranty Deed,Normal,60000
8400,NAmes,Single Family,1Story,5,Cinder Block,1052,Yes,SBrkr,1052,3,2006,Warranty Deed,Normal,138500
8400,NAmes,Single Family,1Story,6,Cinder Block,1478,Yes,SBrkr,1478,3,2009,Warranty Deed,Normal,156500
8400,NAmes,Single Family,1Story,6,Cinder Block,1319,Yes,SBrkr,1537,3,2008,Contract,Force Closure,174000
8400,Sawyer,Single Family,SFoyer,6,Cinder Block,814,Yes,SBrkr,913,3,2007,Warranty Deed,Normal,129000
8393,NAmes,Duplex,1Story,5,Cinder Block,1626,Yes,SBrkr,1712,4,2006,Warranty Deed,Within Family,145000
8385,CollgCr,Single Family,SFlat,5,Cinder Block,985,Yes,SBrkr,985,3,2008,Warranty Deed,Normal,149900
8366,SawyerW,Single Family,2Story,6,Poured Concrete ,798,Yes,SBrkr,1640,3,2008,Warranty Deed,Normal,173000
8339,NAmes,Single Family,1Story,5,Slab,0,Yes,SBrkr,882,3,2007,Warranty Deed,Normal,106500
8335,Edwards,Single Family,1Story,5,Slab,0,Yes,SBrkr,1124,3,2006,Warranty Deed,Normal,93000
8320,CollgCr,Single Family,2Story,7,Poured Concrete ,770,Yes,SBrkr,1582,3,2008,Warranty Deed,Normal,185900
8314,Mitchel,Single Family,1Story,5,Cinder Block,816,Yes,SBrkr,816,2,2007,Warranty Deed,Normal,124500
8294,NAmes,Single Family,1Story,4,Cinder Block,858,Yes,SBrkr,872,3,2007,Warranty Deed,Normal,123000
8281,Sawyer,Single Family,1Story,5,Cinder Block,864,Yes,SBrkr,864,3,2009,Warranty Deed,Normal,62383
8280,NAmes,Single Family,1Story,6,Cinder Block,932,Yes,FuseA,932,2,2007,Warranty Deed,Normal,124000
8263,IDOTRR,Single Family,1Story,6,Brick and Tile,1012,Yes,FuseA,1012,2,2007,Warranty Deed,Normal,118400
8250,NAmes,Single Family,1Story,6,Cinder Block,1092,Yes,SBrkr,1092,3,2008,Warranty Deed,Normal,145000
8250,Sawyer,Single Family,1Story,5,Cinder Block,952,Yes,SBrkr,1211,3,2008,Warranty Deed,Normal,134000
8248,Edwards,Single Family,1Story,3,Brick and Tile,864,No,FuseF,864,2,2008,Warranty Deed,Normal,67000
8248,Edwards,Single Family,1.5Fin,5,Brick and Tile,686,Yes,SBrkr,1250,3,2006,Warranty Deed,Normal,116000
8246,Sawyer,Single Family,1Story,5,Cinder Block,1060,Yes,SBrkr,1060,3,2010,Warranty Deed,Normal,154000
8244,Gilbert,Single Family,2Story,7,Poured Concrete ,840,Yes,SBrkr,1720,3,2007,Warranty Deed,Normal,183500
8235,OldTown,Single Family,1Story,5,Cinder Block,825,Yes,SBrkr,825,2,2008,Warranty Deed,Normal,125000
8212,Edwards,Single Family,1Story,3,Brick and Tile,864,No,FuseF,864,2,2010,Warranty Deed,Normal,58500
8200,CollgCr,Single Family,2Story,7,Poured Concrete ,847,Yes,SBrkr,1928,4,2007,Warranty Deed,Normal,219500
8199,CollgCr,Single Family,2Story,7,Poured Concrete ,728,Yes,SBrkr,1456,3,2008,Warranty Deed,Normal,189000
8198,NridgHt,Townhouse,1Story,7,Poured Concrete ,1358,Yes,SBrkr,1358,2,2008,Warranty Deed,Normal,207000
8197,Sawyer,Single Family,1Story,6,Cinder Block,660,Yes,SBrkr,1285,3,2007,Warranty Deed,Normal,143500
8190,Edwards,Single Family,1Story,4,Cinder Block,948,Yes,SBrkr,948,3,2007,Warranty Deed,Normal,119000
8176,NAmes,Single Family,1Story,5,Cinder Block,1056,Yes,SBrkr,1056,3,2007,Warranty Deed,Normal,139000
8172,Edwards,Single Family,1.5Fin,4,Poured Concrete ,941,Yes,SBrkr,1470,4,2008,Warranty Deed,Normal,135000
8172,Edwards,Single Family,1Story,5,Cinder Block,864,Yes,SBrkr,864,2,2006,Warranty Deed,Normal,115000
8163,NAmes,Single Family,SFlat,5,Cinder Block,1144,Yes,SBrkr,1144,3,2006,Warranty Deed,Normal,143000
8160,Edwards,Single Family,1.5Fin,5,Brick and Tile,756,No,FuseF,1134,3,2007,Warranty Deed,Adjacent Land Purchase,126000
8158,CollgCr,Single Family,2Story,7,Poured Concrete ,884,Yes,SBrkr,1768,3,2008,Warranty Deed,Normal,224900
8125,NAmes,Single Family,1Story,4,Cinder Block,858,Yes,SBrkr,858,3,2006,Warranty Deed,Normal,88000
8125,Somerst,Single Family,2Story,7,Poured Concrete ,1092,Yes,SBrkr,1550,2,2009,Warranty Deed,Normal,241000
